finding_id,domain,component,etat_suppose,etat_reel_verifie,ecart,cause_racine,severite,mock,live
BUG-060,montage-composition,"src/app/api/admin/content-studio-v2/media/upload-and-crop/route.ts, upload-and-trim/route.ts",Une requête mal formée (pas de FormData) renvoie une erreur cliente 400 invalid_input explicite.,POST avec corps vide/non-multipart fait throw request.formData() (TypeError non HttpError) → formatErrorResponse retourne 500 {code:internal_error}. Vérifié en réel.,Code d'erreur trompeur (500 vs 400) ; un client mal configuré reçoit 'Erreur interne' au lieu d'un diagnostic utile.,request.formData() appelé hors try-catch dédié ; l'erreur de parsing n'est pas convertie en HttpError invalid_input.,minor,partial,partial
BUG-061,montage-composition,"src/lib/content-studio-v2/media/upload-image.ts, src/components/admin/content-studio-v2/media/ImageCropper.tsx","Avec une rotation (bouton 90° / slider), la zone recadrée correspond exactement à ce que l'opérateur voit dans le cropper.","Le serveur fait rotate(rotation) puis extract avec les croppedAreaPixels client. Pour des angles arbitraires le canevas sharp s'agrandit et les coords ne s'alignent plus — MAIS l'UI ne permet QUE des rotations multiples de 90 (bouton 90, pas de rotation libre), pour lesquelles le bounding box est preserve. Le risque de desalignement (react-easy-crop espace naturel vs sharp rotate+extract) reste reel et NON TESTE meme pour 90/180/270, mais le scenario 'rotation libre' est inatteignable en production. Risque latent non prouve casse.",Recadrage potentiellement incorrect dès qu'une rotation non triviale est appliquée. Aucun test ne couvre rotation != 0.,Désalignement entre le modèle de coordonnées de react-easy-crop (espace affiché) et l'ordre/canevas de sharp (rotate agrandit le canevas avant extract).,minor,untested,untested
BUG-062,montage-composition,"src/lib/content-studio-v2/media/upload-image.ts, upload-video.ts vs src/lib/ai-engine/nodes/compose.ts, transcode-export.ts","Tous les médias (uploadés et générés) vivent dans une racine de stockage cohérente, servie par /media-files (/_media).","Les uploads v2 utilisent getStorage()→localAdapter→MEDIA_LOCAL_DIR=/var/www/femiglow-staging/.media-storage (clé content-studio-v2/...). compose/transcode écrivent en DUR dans join(process.cwd(),'../../.media-storage/ai-engine') = /var/www/femiglow-staging/.media-storage/ai-engine, avec une URL /_media/ai-engine/... qui contourne l'adaptateur. Ça fonctionne aujourd'hui car cwd=apps/web et le driver est 'local', mais si MEDIA_STORAGE_DRIVER passe à vercelBlob/external, les médias compose/transcode ne seront NI uploadés NI servis (le chemin dur reste local).",Couplage fragile au cwd et au driver local ; rupture silencieuse si on change de driver de stockage. Deux conventions d'URL (/_media/ai-engine vs /_media/content-studio-v2).,compose/transcode n'utilisent pas getStorage() (l'abstraction de stockage) mais fs + chemin relatif codé en dur.,minor,works,untested
BUG-063,publication-postiz,src/lib/social-publishing/admin-service.ts (upsertSocialAccount / listAdminSocialAccounts) + adapters CAPABILITIES + GET /api/admin/social/accounts,"Les capabilities d'un compte (format, supportsDraft, supportsScheduling, maxCaptionLength) sont à jour: dry_run instagram supporte post/carousel/reel/story avec supportsDraft:true; Postiz idem (dry-run.ts:17-25, postiz.ts:30-36).","Le désync existe au niveau persistance/contrat API (les capabilities persistées et renvoyées par /accounts et /publishability sont figées à une sync antérieure: pas de supportsDraft, dry_run IG = post+carousel). MAIS la validation serveur (getPostPublishability/sendContentPostToDraft) recalcule frais via l'adapter, et AUCUNE UI ne gate sur le champ persisté supportsDraft (les deux UIs codent l'option draft en dur). Conséquence pratique nulle aujourd'hui: c'est une dette de cohérence des données / piège futur, pas un bug user-facing actif.","Désync silencieuse: l'UI (PublishActionGroup, SocialPublishingPanel) qui se fierait au champ persisté supportsDraft pour afficher/activer 'Brouillon Postiz' verrait false, alors que le serveur accepte le draft. Inversement un format reel apparaît non supporté côté compte alors qu'il l'est. Les deux divergent.",upsertSocialAccount fige les capabilities au moment de la sync; pas de migration/re-sync quand le tableau CAPABILITIES du code évolue. listAdminSocialAccounts retourne les comptes persistés sans recalcul des capabilities.,minor,partial,partial
BUG-064,publication-postiz,e2e/content-studio-social-publishing-draft.spec.ts (cleanupSeed L227) + base de test,Le test E2E du brouillon Postiz (dry_run) passe; un rapport rouge = bug réel du chemin publication.,"Le test ÉCHOUE mais dans le bloc finally/teardown: 'PostgresError: relation ""audit_event"" does not exist' à la ligne 227 (delete from audit_event). Le corps du test (radio Brouillon Postiz -> Envoyer comme brouillon -> assertions publishMode=draft / status published / permalink /draft/) n'est PAS la cause de l'échec. J'ai re-prouvé le chemin produit OK par probe directe.","Le rapport Playwright affiche '2 failed' et PLAYWRIGHT_EXIT=1, masquant que le chemin publication brouillon dry_run fonctionne. Décalage test<->réalité exactement comme annoncé.","La base de données de test/staging utilisée par le spec n'a pas la table audit_event (schéma de migration incomplet pour l'env de test), donc le cleanup transactionnel échoue et fait remonter une erreur après un corps de test probablement vert.",minor,works,n/a
BUG-065,publication-postiz,src/lib/social-publishing/admin-service.ts:614-639 buildSocialContent,Les métadonnées de contenu reflètent le mode réel (dry_run vs live).,"buildSocialContent met systématiquement metadata: { dryRun: true, contentStudioDraftId } indépendamment de SOCIAL_PUBLISHING_MODE. En mode live (Postiz réel), la payload du job/publication porterait quand même dryRun:true.","Trace/audit trompeuse: une publication réelle est étiquetée dryRun:true en base (social_publish_job.content.metadata), brouillant le diagnostic post-mortem.","Constante codée en dur, héritée du design dry_run-first, jamais paramétrée selon le mode résolu.",minor,partial,partial
BUG-066,voix-off,src/lib/ai-engine/nodes/generate-subtitles.ts,"Génération de sous-titres SRT synchronisés à partir des scènes/hook du script, livrés à l'opérateur (fichier .srt ou texte).","Confirme. Seul composant audio/sous-titres fonctionnel (JS pur) non expose, timings estimes, texte tronque a 117 chars+'...' sans decoupage multi-cue. Observation supplementaire: SRT servi publiquement via /_media sans auth.",Le seul composant audio qui marche n'est pas livré à l'opérateur; qualité de timing/segmentation limitée.,(1) DTO de sortie incomplet (voix-off-2). (2) Pas de synchronisation sur la durée réelle de la voix-off (le voiceover étant lui-même vide). (3) Pas d'algorithme de wrapping.,minor,partial,partial
BUG-067,generation-video,src/app/api/admin/content-studio/drafts/[id]/generate-visual/route.ts + service.ts::generateVideoForDraft + video-generation.ts::generateMockStudioVideo + VideoPlayer.tsx,"En mode mock, l'opérateur sélectionne reel/story, génère, et obtient une vidéo lisible dans la PreviewPane.","Probe authentifiée (cookie cs_generation_mode=mock, kind=video, model=mock-video-1.0, draft reel réel) → HTTP 200, media.kind=video, previewUrl=/_media/content-studio/mock/reel-9x16.mp4, thumbUrl=poster-9x16.jpg, 1080x1920, 5000ms. L'asset existe (62KB ISO MP4) et est servi HTTP 200 video/mp4. VideoPlayer.tsx:120 rend <video src={media.previewUrl}> → lecture OK. PlatformPreview reel/story route vers VideoPlayer (renderMedia kind==='video').","Aucun pour le mock opérateur. Seule réserve: durée affichée fixe (5000ms reel/3000ms story) issue du registre statique, pas de la vidéo réelle (mais cohérent pour un asset préenregistré).",Chemin mock entièrement statique et déterministe — c'est le seul chemin vidéo fonctionnel aujourd'hui.,info,works,n/a
BUG-068,montage-composition,"src/lib/content-studio-v2/media/upload-video.ts vs src/lib/ai-engine/nodes/compose.ts, transcode-export.ts",Tous les traitements vidéo utilisent un binaire ffmpeg garanti présent.,"upload-video.ts: FFMPEG_BIN = process.env.FFMPEG_PATH ?? 'ffmpeg' (dépend du PATH système). compose/transcode: ffmpeg-static (binaire npm bundlé). Sur staging, /usr/bin/ffmpeg ET ffmpeg-static sont présents donc tout marche (probe trim réel OK). Mais si le ffmpeg système disparaît et FFMPEG_PATH non défini, la découpe vidéo casse alors que compose continue (et inversement). FFMPEG_PATH non défini dans .env.",Deux sources de vérité pour le binaire ffmpeg ; fragilité environnementale non documentée.,upload-video.ts n'a pas été aligné sur ffmpeg-static comme les noeuds AI-Engine.,info,works,works
BUG-069,publication-postiz,src/lib/social-publishing/admin-service.ts:48-60 (adapters map) + contracts.ts SOCIAL_PROVIDER_IDS,Tout provider listé dans SOCIAL_PROVIDER_IDS est utilisable.,"SOCIAL_PROVIDER_IDS = ['dry_run','meta_graph','postiz'] mais adapters.meta_graph = null. adapterFor('meta_graph') throw HttpError('invalid_state','Provider meta_graph non disponible'). Aucun compte meta_graph n'est synchronisé (probe: 6 comptes, tous postiz/dry_run), donc inatteignable en pratique aujourd'hui — mais c'est une trappe.","Provider fantôme: si un compte meta_graph était créé/épinglé, toute publication échouerait en invalid_state.","Provider réservé pour une intégration Meta Graph future, non implémenté, laissé à null.",info,n/a,n/a
