key,namespace,source_file,source_line,current_fr_value,context,category,priority,extraction_status,notes
marketing.rituel.origine.paragraph_3,marketing,src/data/mock/rituel.ts,26,"Le résultat tient en cinq minutes par jour. Pas de promesse, pas de cure. Une habitude qui s’installe, comme on dépose une tasse sur une table en bois.",rituel origine paragraph,mock-data,P0,pending,
marketing.rituel.video.transcript,marketing,src/data/mock/rituel.ts,51,"La grande tendance clean girl pour les nails, c’est la manucure japonaise. Par contre, il y a quelque chose que vous devez absolument savoir...",video transcript,mock-data,P2,pending,longue chaine - à séparer en paragraphes
marketing.rituel.video.duration_display,marketing,src/data/mock/rituel.ts,61,90″,video duration,mock-data,P1,pending,caractère spécial - DPRI tag
marketing.rituel.video.provenance,marketing,src/data/mock/rituel.ts,60,"Filmé à l’atelier de Rabat, mars 2026.",video provenance,mock-data,P2,pending,
marketing.rituel.video.chapter.paste,marketing,src/data/mock/rituel.ts,55,Paste,video chapter,mock-data,P1,pending,
marketing.rituel.video.chapter.powder,marketing,src/data/mock/rituel.ts,56,Powder,video chapter,mock-data,P1,pending,
marketing.rituel.video.chapter.step4,marketing,src/data/mock/rituel.ts,57,Step 4,video chapter,mock-data,P1,pending,
marketing.rituel.video.chapter.polissage,marketing,src/data/mock/rituel.ts,58,Polissage,video chapter,mock-data,P1,pending,
marketing.rituel.sciences.section.kicker,marketing,src/components/sections/SciencesDuSoin.tsx,33,Sciences du soin,sciences section kicker,ui-static,P1,pending,
marketing.rituel.sciences.title,marketing,src/data/mock/rituel.ts,65,"Trois matières, trois usages.",sciences section title,mock-data,P1,pending,
marketing.rituel.sciences.essai.cire.titre,marketing,src/data/mock/rituel.ts,69,La cire d’abeille,sciences essai cire title,mock-data,P1,pending,
marketing.rituel.sciences.essai.cire.paragraphe,marketing,src/data/mock/rituel.ts,70,Filme la plaque sans l’étouffer. Une étude clinique sur 12 semaines a observé une réduction des microfissures dorsales chez les sujets exposés au froid sec¹.,sciences essai cire body,mock-data,P1,pending,exposant unicode
marketing.rituel.sciences.essai.kaolin.titre,marketing,src/data/mock/rituel.ts,76,Le kaolin polissant,sciences essai kaolin title,mock-data,P1,pending,
marketing.rituel.sciences.essai.kaolin.paragraphe,marketing,src/data/mock/rituel.ts,77,"Argile blanche douce. Quand l’ongle est lissé, le polissoir Step 4 ne grave pas — il révèle la brillance naturelle de la kératine².",sciences essai kaolin body,mock-data,P1,pending,
marketing.rituel.sciences.essai.halal.titre,marketing,src/data/mock/rituel.ts,83,Le référentiel halal,sciences essai halal title,mock-data,P1,pending,
marketing.rituel.sciences.essai.halal.paragraphe,marketing,src/data/mock/rituel.ts,84,"Traçabilité des matières, absence d’alcool dénaturé, absence de dérivés animaux non conformes. Le label suit un audit du Halal Cosmetics Council³.",sciences essai halal body,mock-data,P1,pending,
marketing.rituel.sciences.source_1,marketing,src/data/mock/rituel.ts,89,Tanaka H. (2021). Beeswax-based barrier creams in cold-induced nail fragility. Journal of Cosmetic Dermatology 20(4).,academic source citation,mock-data,P2,pending,
marketing.rituel.sciences.source_2,marketing,src/data/mock/rituel.ts,90,Benyahia L. (2019). Kaolin clay polishing in non-invasive nail care. Annales de Dermatologie et de Vénéréologie 146(8).,academic source citation,mock-data,P2,pending,
marketing.rituel.sciences.source_3,marketing,src/data/mock/rituel.ts,91,Halal Cosmetics Council (2023). Standards for halal cosmetic ingredient sourcing and certification — public framework.,academic source citation,mock-data,P2,pending,
marketing.rituel.interview.section.kicker,marketing,src/components/sections/InterviewQR.tsx,61,Conversation,interview section kicker,ui-static,P1,pending,
marketing.rituel.interview.introduction,marketing,src/data/mock/rituel.ts,97,"notre fondatrice a posé son atelier au 25 bis avenue Patrice Lumumba, à Rabat. Elle y formule, et elle y enseigne — d’autres marques de cosmétiques naturels passent par ses mains. Nous lui avons demandé comment le rituel s’enseigne.",interview intro,mock-data,P1,pending,
marketing.rituel.interview.nom_interviewee,marketing,src/data/mock/rituel.ts,104,Notre fondatrice,interview name,mock-data,P1,pending,
marketing.rituel.interview.q1.question,marketing,src/data/mock/rituel.ts,108,"Vous êtes biologiste de formation. Pourquoi avoir choisi le geste plutôt que le laboratoire ?",interview q1,mock-data,P1,pending,
marketing.rituel.interview.q1.reponse,marketing,src/data/mock/rituel.ts,110,"Le laboratoire m’a appris l’INCI. Le geste m’a appris la patience. Les deux se complètent — et c’est ce que je transmets dans mes formations à Rabat.",interview r1,mock-data,P1,pending,
marketing.rituel.interview.q2.question,marketing,src/data/mock/rituel.ts,115,Pourquoi la manucure japonaise ?,interview q2,mock-data,P1,pending,
marketing.rituel.interview.q2.reponse,marketing,src/data/mock/rituel.ts,117,"Parce qu’elle ne triche pas. Elle révèle au lieu de couvrir. Le vernis colore — le rituel polit.",interview r2,mock-data,P1,pending,
marketing.rituel.interview.q3.question,marketing,src/data/mock/rituel.ts,121,Qu’est-ce que le halal change dans une formulation ?,interview q3,mock-data,P1,pending,
marketing.rituel.interview.q3.reponse,marketing,src/data/mock/rituel.ts,123,"Tout. Origine des matières, traçabilité, absence d’alcool dénaturé, absence de gélatine animale. Ce n’est pas un argument marketing — c’est un référentiel de fabrication.",interview r3,mock-data,P1,pending,
marketing.rituel.interview.q4.question,marketing,src/data/mock/rituel.ts,127,"Cinq minutes par jour, c’est peu. Pourquoi pas plus ?",interview q4,mock-data,P1,pending,
marketing.rituel.interview.q4.reponse,marketing,src/data/mock/rituel.ts,129,"Parce que l’ongle pousse de 0,1 mm par jour. Cinq minutes suffisent à l’accompagner. Plus serait inutile. Moins serait infidèle.",interview r4,mock-data,P1,pending,
marketing.rituel.interview.q5.question,marketing,src/data/mock/rituel.ts,133,Que conseilleriez-vous à une initiée qui commence ?,interview q5,mock-data,P1,pending,
marketing.rituel.interview.q5.reponse,marketing,src/data/mock/rituel.ts,135,"Commencez par la paste. Pendant une semaine, rien d’autre. Vous verrez ce que vos ongles vous racontent. Le polissoir arrive ensuite.",interview r5,mock-data,P1,pending,
marketing.rituel.pivot.phrase,marketing,src/data/mock/rituel.ts,140,Maintenant que vous savez. Recevoir le pack.,pivot banner phrase,mock-data,P1,pending,
marketing.rituel.pivot.cta_label,marketing,src/data/mock/rituel.ts,142,Recevoir le pack — 199 dh,pivot cta with price,mock-data,P1,pending,prix hardcodé - à dynamiser
marketing.rituel.journal_cross.kicker,marketing,src/app/(marketing)/rituel/page.tsx,101,Pour aller plus loin,journal cross kicker,ui-static,P1,pending,
marketing.rituel.journal_cross.title,marketing,src/app/(marketing)/rituel/page.tsx,102,Trois lectures de la maison.,journal cross title,ui-static,P1,pending,
marketing.contact.metadata.title,seo,src/app/(marketing)/contact/page.tsx,20,Contact — la maison vous écrit,contact page title,seo-meta,P0,pending,
marketing.contact.metadata.description,seo,src/app/(marketing)/contact/page.tsx,22,"Une question sur le rituel, le pack, une commande, une formation ? Écrivez à la maison FemiGlow depuis Rabat (25 bis avenue Patrice Lumumba).",contact page description,seo-meta,P0,pending,
marketing.contact.metadata.og_description,seo,src/app/(marketing)/contact/page.tsx,27,La maison vous répond sous 24 heures ouvrées.,contact og description,seo-meta,P1,pending,
marketing.contact.hero.kicker,marketing,src/components/sections/ContactHero.tsx,15,Écrire à la maison,contact hero kicker,ui-static,P0,pending,
marketing.contact.hero.title,marketing,src/components/sections/ContactHero.tsx,17,Contact.,contact hero title,ui-static,P0,pending,
marketing.contact.hero.subtitle,marketing,src/components/sections/ContactHero.tsx,20,"Une question sur le rituel, le kit, une commande, un échange professionnel ?",contact hero subtitle,ui-static,P0,pending,
marketing.contact.form.section_title,marketing,src/app/(marketing)/contact/page.tsx,119,Écrire à la maison.,contact form section heading,ui-static,P0,pending,
marketing.contact.form.type.question,marketing,src/components/forms/FormTypeSelector.tsx,12,Une question,contact form type option,ui-static,P0,pending,
marketing.contact.form.type.order,marketing,src/components/forms/FormTypeSelector.tsx,13,Une commande,contact form type option,ui-static,P0,pending,
marketing.contact.form.type.professional,marketing,src/components/forms/FormTypeSelector.tsx,14,Un échange professionnel,contact form type option,ui-static,P0,pending,
marketing.contact.form.type.legend,marketing,src/components/forms/FormTypeSelector.tsx,28,Quel type de message ?,form type legend,ui-static,P0,pending,
marketing.contact.form.field.name,marketing,src/components/forms/ContactForm.tsx,169,Votre prénom,form name field,ui-static,P0,pending,
marketing.contact.form.field.email,marketing,src/components/forms/ContactForm.tsx,177,Votre email,form email field,ui-static,P0,pending,
marketing.contact.form.field.phone,marketing,src/components/forms/ContactForm.tsx,209,Téléphone,form phone field,ui-static,P0,pending,
marketing.contact.form.field.company,marketing,src/components/forms/ContactForm.tsx,219,Raison sociale,form company field,ui-static,P0,pending,
marketing.contact.form.field.role,marketing,src/components/forms/ContactForm.tsx,228,Votre fonction,form role field,ui-static,P0,pending,
marketing.contact.form.field.order_number,marketing,src/components/forms/ContactForm.tsx,193,Numéro de commande,form order number field,ui-static,P0,pending,
marketing.contact.form.field.order_number_hint,marketing,src/components/forms/ContactForm.tsx,194,Le numéro figure dans votre email de confirmation.,form order number hint,ui-static,P1,pending,
marketing.contact.form.field.message,marketing,src/components/forms/ContactForm.tsx,238,Votre message,form message field,ui-static,P0,pending,
marketing.contact.form.field.message_hint,marketing,src/components/forms/ContactForm.tsx,239,"Au moins 20 caractères, pour que nous puissions répondre justement.",form message hint,ui-static,P0,pending,
marketing.contact.form.honeypot_label,marketing,src/components/forms/ContactForm.tsx,156,Site web (ne pas remplir),honeypot label,ui-static,P2,pending,a11y trap
marketing.contact.form.newsletter_consent,marketing,src/components/forms/ContactForm.tsx,280,"Je souhaite recevoir la lettre saisonnière. Une lettre par saison. Aucun envoi commercial.",newsletter checkbox label,ui-static,P0,pending,
marketing.contact.form.submit,marketing,src/components/forms/ContactForm.tsx,294,Envoyer mon message,form submit cta,ui-static,P0,pending,
marketing.contact.form.success.title,marketing,src/components/forms/SuccessState.tsx,25,Bien reçu. La maison vous répond.,success state title,ui-static,P0,pending,
marketing.contact.form.success.body,marketing,src/components/forms/SuccessState.tsx,28,"Nous lisons chaque message avec attention. Réponse sous 24 heures ouvrées.",success state body,ui-static,P0,pending,
marketing.contact.form.error.body,marketing,src/components/forms/ErrorState.tsx,11,L’envoi n’a pas abouti. Réessayez ou écrivez-nous à {email}.,error state body,ui-static,P0,pending,interpolation email
marketing.contact.faq.kicker,marketing,src/components/sections/FAQAccordion.tsx,20,Foire aux questions,contact faq kicker,ui-static,P1,pending,
marketing.contact.faq.title,marketing,src/components/sections/FAQAccordion.tsx,22,Réponses rapides.,contact faq title,ui-static,P1,pending,
marketing.contact.faq.duree.question,marketing,src/app/(marketing)/contact/page.tsx,41,Combien de temps dure le rituel ?,contact faq question,ui-static,P1,pending,
marketing.contact.faq.duree.answer,marketing,src/app/(marketing)/contact/page.tsx,42,"Cinq minutes par soir, mains posées. Deux gestes — paste, powder — puis le polissoir Step 4 en finition. La maison conseille un passage par jour pour installer la cadence.",contact faq answer,ui-static,P1,pending,
marketing.contact.faq.fragiles.question,marketing,src/app/(marketing)/contact/page.tsx,46,"Mes ongles sont fragiles, est-ce indiqué ?",contact faq question,ui-static,P1,pending,
marketing.contact.faq.fragiles.answer,marketing,src/app/(marketing)/contact/page.tsx,47,"Oui. Les matières sont choisies pour réparer sans agresser : cire d’abeille, jojoba, talc cosmétique, poudre de riz, kaolin polissant. Aucun acétone, aucun durcisseur. Évitez seulement en cas d’allergie connue à l’un des ingrédients ; la liste complète figure sur la page Pack.",contact faq answer,ui-static,P1,pending,
marketing.contact.faq.livraison.question,marketing,src/app/(marketing)/contact/page.tsx,52,Quels sont les délais de livraison ?,contact faq question livraison,ui-static,P1,pending,
marketing.contact.faq.livraison.answer,marketing,src/app/(marketing)/contact/page.tsx,53,"Rabat : 24 heures. Casablanca et Salé : 24 à 48 heures. Reste du Maroc : 48 à 72 heures. Livraison offerte au Maroc, sans seuil. À l’international, écrivez-nous, nous étudions chaque envoi à la main.",contact faq answer livraison,ui-static,P1,pending,
marketing.contact.faq.formation.question,marketing,src/app/(marketing)/contact/page.tsx,58,Comment suivre une formation avec notre équipe ?,contact faq question formation,ui-static,P1,pending,
marketing.contact.faq.formation.answer,marketing,src/app/(marketing)/contact/page.tsx,59,"Notre fondatrice anime des formations à la manucure japonaise et à la fabrication cosmétique dans l’atelier de Rabat. Écrivez à info@femiglow-maroc.com en précisant votre profil (esthéticienne, formulatrice, école). Nous répondons sous trois jours.",contact faq answer formation,ui-static,P1,pending,
marketing.contact.faq.echantillon.question,marketing,src/app/(marketing)/contact/page.tsx,63,Puis-je recevoir un échantillon avant achat ?,contact faq question echantillon,ui-static,P1,pending,
marketing.contact.faq.echantillon.answer,marketing,src/app/(marketing)/contact/page.tsx,64,"En cas d’hésitation pour cause d’allergie, nous adressons un échantillon de la paste avant l’envoi du pack complet. Écrivez-nous en précisant l’ingrédient qui vous inquiète.",contact faq answer echantillon,ui-static,P1,pending,
marketing.contact.crosslinks.rituel,marketing,src/app/(marketing)/contact/page.tsx,71,Lire le rituel,contact crosslink rituel,ui-static,P1,pending,
marketing.contact.crosslinks.kit,marketing,src/app/(marketing)/contact/page.tsx,72,Voir le pack,contact crosslink kit,ui-static,P1,pending,
marketing.contact.crosslinks.maison,marketing,src/app/(marketing)/contact/page.tsx,73,La maison,contact crosslink maison,ui-static,P1,pending,
marketing.contact.direct.kicker_write,marketing,src/components/sections/DirectContactBlock.tsx,17,Écrire,direct contact write block,ui-static,P0,pending,
marketing.contact.direct.kicker_atelier,marketing,src/components/sections/DirectContactBlock.tsx,31,Atelier,direct contact atelier block,ui-static,P0,pending,
marketing.contact.direct.response_time,marketing,src/components/sections/DirectContactBlock.tsx,27,"Réponse sous 24 heures ouvrées, depuis Rabat.",response time hint,ui-static,P0,pending,
marketing.contact.direct.appointment_only,marketing,src/components/sections/DirectContactBlock.tsx,38,Sur rendez-vous.,appointment only hint,ui-static,P0,pending,
marketing.journal.metadata.title_base,seo,src/app/(marketing)/journal/page.tsx,36,Le carnet de la maison{suffix},journal page title,seo-meta,P1,pending,interpolation suffix
marketing.journal.metadata.description_default,seo,src/app/(marketing)/journal/page.tsx,32,"Le carnet de la maison FemiGlow — récits saisonniers, matières et voix d’initiées, écrits à Rabat et publiés au rythme des saisons.",journal page description,seo-meta,P1,pending,
marketing.journal.metadata.description_filtered,seo,src/app/(marketing)/journal/page.tsx,31,"Journal FemiGlow — articles de la catégorie {category}, écrits à Rabat.",journal filtered desc,seo-meta,P1,pending,interpolation category
marketing.journal.hero.title,marketing,src/components/sections/JournalHero.tsx,14,Le carnet de la maison.,journal hero title,ui-static,P0,pending,
marketing.journal.hero.description,marketing,src/components/sections/JournalHero.tsx,17,"Une lettre par mois. Sur le rituel, les matières marocaines, l'inspiration japonaise. Écrit à Rabat. Lent comme le geste.",journal hero description,ui-static,P0,pending,
marketing.journal.cross.maison.kicker,marketing,src/app/(marketing)/journal/page.tsx,99,La maison,journal cross maison kicker,ui-static,P1,pending,
marketing.journal.cross.maison.title,marketing,src/app/(marketing)/journal/page.tsx,100,L’atelier de Rabat.,journal cross maison title,ui-static,P1,pending,
marketing.journal.cross.maison.description,marketing,src/app/(marketing)/journal/page.tsx,101,"Visiter l’adresse au 25 bis avenue Patrice Lumumba, comprendre comment se fabrique le rituel, rencontrer les voix qui l’écrivent.",journal cross maison body,ui-static,P1,pending,
marketing.journal.cross.maison.cta,marketing,src/app/(marketing)/journal/page.tsx,102,Visiter la maison,journal cross maison cta,ui-static,P1,pending,
marketing.journal.cross.maison.image_alt,marketing,src/app/(marketing)/journal/page.tsx,106,Vue intérieure de l’atelier FemiGlow à Rabat,journal cross maison alt,ui-static,P2,pending,
marketing.journal.grid.kicker,marketing,src/components/sections/JournalGrid.tsx,38,Le journal,journal grid kicker default,ui-static,P1,pending,
marketing.journal.grid.title,marketing,src/components/sections/JournalGrid.tsx,39,Lettres saisonnières.,journal grid title default,ui-static,P1,pending,
marketing.journal.grid.cta,marketing,src/components/sections/JournalGrid.tsx,40,Lire le journal,journal grid see all cta,ui-static,P1,pending,
marketing.journal.categories.all,marketing,src/lib/i18n/categories.ts,15,Toutes,category label all,ui-static,P0,pending,
marketing.journal.categories.maison,marketing,src/lib/i18n/categories.ts,16,Maison,category label maison,ui-static,P0,pending,
marketing.journal.categories.saison,marketing,src/lib/i18n/categories.ts,17,Saison,category label saison,ui-static,P0,pending,
marketing.journal.categories.voix,marketing,src/lib/i18n/categories.ts,18,Voix,category label voix,ui-static,P0,pending,
marketing.journal.categories.matieres,marketing,src/lib/i18n/categories.ts,19,Matières,category label matieres,ui-static,P0,pending,
marketing.journal.categories.pratique,marketing,src/lib/i18n/categories.ts,20,Pratique,category label pratique,ui-static,P0,pending,
marketing.journal.categories.aria,marketing,src/components/sections/CategoryPills.tsx,15,Filtrer le journal par catégorie,category pills aria,ui-static,P1,pending,
marketing.journal.article.title.hiver,marketing,src/data/mock/articles.ts,7,"Hiver, ongles, patience",article title,mock-data,P2,pending,
marketing.journal.article.kicker.hiver,marketing,src/data/mock/articles.ts,9,Saison,article kicker,mock-data,P2,pending,
marketing.journal.article.excerpt.hiver,marketing,src/data/mock/articles.ts,11,"Le froid sec de Rabat dessèche tout ce qui résiste. Les ongles plient, mais ne cassent pas — à condition de ralentir.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.matieres_ailleurs,marketing,src/data/mock/articles.ts,73,Matières d’ailleurs,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.matieres_ailleurs,marketing,src/data/mock/articles.ts,77,"Le sourcing parle d’honnêteté. Voici ce qui compose vraiment notre soin, et d’où viennent les matières.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.paste_powder,marketing,src/data/mock/articles.ts,95,Paste et powder — deux gestes,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.paste_powder,marketing,src/data/mock/articles.ts,99,"Deux gestes, un éclat. Tutorial sensoriel détaillé — paste, powder, polissoir Step 4.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.maison_printemps,marketing,src/data/mock/articles.ts,118,"La maison, au printemps",article title,mock-data,P2,pending,
marketing.journal.article.excerpt.maison_printemps,marketing,src/data/mock/articles.ts,121,L’atelier de Rabat change de souffle quand l’orange fleurit. Visite d’un mois où la lumière revient.,article excerpt,mock-data,P2,pending,
marketing.journal.article.title.voix_amal,marketing,src/data/mock/articles.ts,140,La voix d’Amal,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.voix_amal,marketing,src/data/mock/articles.ts,143,"Trois mois de rituel, racontés par celle qui les a tenus. Sans promesse, sans avant-après caricatural.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.pluie_mars,marketing,src/data/mock/articles.ts,162,Pluie de mars,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.pluie_mars,marketing,src/data/mock/articles.ts,165,"L’humidité revient sur la côte. Les cuticules respirent, les gestes peuvent s’espacer.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.kaolin,marketing,src/data/mock/articles.ts,184,La poudre de kaolin,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.kaolin,marketing,src/data/mock/articles.ts,187,"Argile blanche, douce, neutre. Comment elle entre dans la base et pourquoi elle y reste.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.table_atelier,marketing,src/data/mock/articles.ts,206,La table comme atelier,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.table_atelier,marketing,src/data/mock/articles.ts,209,"Préparer son espace avant de commencer. La nappe, la lumière, le verre d’eau.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.visiter_atelier,marketing,src/data/mock/articles.ts,228,Visiter l’atelier,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.visiter_atelier,marketing,src/data/mock/articles.ts,231,"25 bis avenue Patrice Lumumba, Rabat. Comment on est arrivés ici, et ce qu’on y fabrique.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.voix_lina,marketing,src/data/mock/articles.ts,250,La voix de Lina,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.voix_lina,marketing,src/data/mock/articles.ts,253,"Deux mois après, elle nous écrit. Ce qui a changé, ce qui n’a pas changé, et ce qu’elle attend de la suite.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.avril_soleil,marketing,src/data/mock/articles.ts,272,"Avril, soleil bas",article title,mock-data,P2,pending,
marketing.journal.article.excerpt.avril_soleil,marketing,src/data/mock/articles.ts,275,"Le soleil casablancais reprend sa hauteur. Les mains se découvrent, le rituel s’allège.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.argan_vraie,marketing,src/data/mock/articles.ts,294,"L’huile d’argan, vraie",article title,mock-data,P2,pending,
marketing.journal.article.excerpt.argan_vraie,marketing,src/data/mock/articles.ts,297,"Tiznit, coopératives, première pression. Pourquoi nous achetons direct, et combien ça coûte vraiment.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.ranger_rituel,marketing,src/data/mock/articles.ts,316,Ranger son rituel,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.ranger_rituel,marketing,src/data/mock/articles.ts,319,"Le placard, le tiroir, la trousse. Comment garder les flacons en bon état d’une saison à l’autre.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.cuisine_laboratoire,marketing,src/data/mock/articles.ts,338,La cuisine comme laboratoire,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.cuisine_laboratoire,marketing,src/data/mock/articles.ts,341,"Avant l’atelier, il y a eu la cuisine. Récit d’un commencement domestique.",article excerpt,mock-data,P2,pending,
marketing.journal.article.title.voix_sara,marketing,src/data/mock/articles.ts,360,La voix de Sara,article title,mock-data,P2,pending,
marketing.journal.article.excerpt.voix_sara,marketing,src/data/mock/articles.ts,363,"Quatre mois pleins. Sara raconte ses ongles, sa fatigue, ses doutes, et le geste qui s’est installé.",article excerpt,mock-data,P2,pending,
marketing.journal.article.author.equipe,marketing,src/data/mock/articles.ts,21,L'équipe FemiGlow,article author name,mock-data,P2,pending,utilisé sur 14 articles
marketing.journal.article.author.bio,marketing,src/data/mock/articles.ts,22,"Fondatrice de la maison FemiGlow. Biologiste et formulatrice, elle écrit depuis Rabat sur le saint lent et les matières du Maghreb.",article author bio,mock-data,P2,pending,
marketing.journal.article.body.hiver,marketing,src/data/mock/articles.ts,24,"Quand l'air sec descend sur Rabat en janvier...",article full body (markdown),mock-data,P2,pending,longue body markdown ~820 mots
marketing.journal.breadcrumb.home,marketing,src/app/(marketing)/journal/[slug]/page.tsx,101,Accueil,breadcrumb home,ui-static,P1,pending,
marketing.journal.breadcrumb.journal,marketing,src/app/(marketing)/journal/[slug]/page.tsx,102,Journal,breadcrumb journal,ui-static,P1,pending,
marketing.commerce.commander.metadata.title,seo,src/app/commander/page.tsx,8,Commander,commander page title,seo-meta,P0,pending,
marketing.commerce.commander.metadata.description,seo,src/app/commander/page.tsx,9,"Trois étapes mesurées pour confirmer votre commande FemiGlow : coordonnées, livraison, validation. Paiement à la livraison disponible.",commander page desc,seo-meta,P0,pending,
marketing.commerce.panier.metadata.title,seo,src/app/(commerce)/panier/page.tsx,12,Le panier,panier page title,seo-meta,P0,pending,
marketing.commerce.panier.metadata.description,seo,src/app/(commerce)/panier/page.tsx,13,"Le récapitulatif de votre rituel, avant la commande.",panier page desc,seo-meta,P0,pending,
marketing.commerce.merci.metadata.title,seo,src/app/(commerce)/merci/page.tsx,8,Merci,merci page title,seo-meta,P0,pending,
marketing.commerce.merci.metadata.description,seo,src/app/(commerce)/merci/page.tsx,9,"Votre commande FemiGlow est confirmée. Vous recevrez un message de la maison avec les étapes de préparation et de livraison.",merci page desc,seo-meta,P0,pending,
marketing.commerce.cart.hero.kicker,marketing,src/components/sections/CartHero.tsx,28,Le panier,cart hero kicker,ui-static,P0,pending,
marketing.commerce.cart.hero.title,marketing,src/components/sections/CartHero.tsx,30,Votre panier.,cart hero title,ui-static,P0,pending,
marketing.commerce.cart.hero.subtitle.empty,marketing,src/components/sections/CartHero.tsx,17,Aucun article pour le moment.,cart subtitle empty,ui-static,P0,pending,
marketing.commerce.cart.hero.subtitle.one,marketing,src/components/sections/CartHero.tsx,19,"Un article, rangé à l’abri.",cart subtitle one item,ui-static,P0,pending,ICU plural candidat
marketing.commerce.cart.hero.subtitle.many,marketing,src/components/sections/CartHero.tsx,20,"{count} articles, rangés à l’abri.",cart subtitle many items,ui-static,P0,pending,ICU plural / interpolation count
marketing.commerce.empty_cart.title,marketing,src/components/commerce/EmptyCartState.tsx,25,Le panier est vide.,empty cart title,ui-static,P0,pending,
marketing.commerce.empty_cart.subtitle,marketing,src/components/commerce/EmptyCartState.tsx,27,"Le rituel commence par un geste. Trois pots, cinq minutes.",empty cart subtitle,ui-static,P0,pending,
marketing.commerce.empty_cart.cta_primary,marketing,src/components/commerce/EmptyCartState.tsx,32,Découvrir le rituel,empty cart primary cta,ui-static,P0,pending,
marketing.commerce.empty_cart.cta_secondary,marketing,src/components/commerce/EmptyCartState.tsx,37,Voir le kit,empty cart secondary cta,ui-static,P0,pending,
marketing.commerce.cart_summary.heading,marketing,src/components/commerce/CartSummary.tsx,36,Votre commande.,cart summary heading,ui-static,P0,pending,
marketing.commerce.cart_summary.subtotal,marketing,src/components/commerce/CartSummary.tsx,42,Sous-total,cart summary subtotal,ui-static,P0,pending,
marketing.commerce.cart_summary.shipping_estimate,marketing,src/components/commerce/CartSummary.tsx,49,Livraison estimée,cart summary shipping,ui-static,P0,pending,
marketing.commerce.cart_summary.total,marketing,src/components/commerce/CartSummary.tsx,54,Total,cart summary total,ui-static,P0,pending,
marketing.commerce.cart_summary.shipping_hint,marketing,src/components/commerce/CartSummary.tsx,64,"Estimation, ajustée à l’étape suivante.",cart summary hint,ui-static,P0,pending,
marketing.commerce.cart_summary.cta,marketing,src/components/commerce/CartSummary.tsx,70,Commander,cart summary cta,ui-static,P0,pending,
marketing.commerce.cart_summary.footnote,marketing,src/components/commerce/CartSummary.tsx,75,"Vous pourrez modifier votre commande jusqu’à l’étape paiement.",cart summary footnote,ui-static,P0,pending,
marketing.commerce.cart_contents.label_quantity,marketing,src/components/commerce/CartContents.tsx,104,Quantité,cart contents qty label,ui-static,P0,pending,
marketing.commerce.cart_contents.label_remove,marketing,src/components/commerce/CartContents.tsx,121,Retirer,cart contents remove btn,ui-static,P0,pending,
marketing.commerce.cart_contents.subtotal,marketing,src/components/commerce/CartContents.tsx,138,Sous-total,cart contents subtotal,ui-static,P0,pending,
marketing.commerce.cart_contents.shipping_hint,marketing,src/components/commerce/CartContents.tsx,145,Livraison estimée à l’étape suivante.,cart contents ship hint,ui-static,P0,pending,
marketing.commerce.cart_contents.cta,marketing,src/components/commerce/CartContents.tsx,149,Passer commande,cart contents cta,ui-static,P0,pending,
marketing.commerce.cart_contents.continue,marketing,src/components/commerce/CartContents.tsx,154,Continuer à découvrir,cart contents continue link,ui-static,P0,pending,
marketing.commerce.cart_contents.empty.kicker,marketing,src/components/commerce/CartContents.tsx,69,Panier,cart contents empty kicker,ui-static,P0,pending,
marketing.commerce.cart_contents.empty.title,marketing,src/components/commerce/CartContents.tsx,71,Le panier est vide.,cart contents empty title,ui-static,P0,pending,
marketing.commerce.cart_contents.empty.subtitle,marketing,src/components/commerce/CartContents.tsx,73,"Le rituel commence par un kit. Trois gestes, cinq minutes.",cart contents empty subtitle,ui-static,P0,pending,
marketing.commerce.cart_contents.empty.cta,marketing,src/components/commerce/CartContents.tsx,79,Voir le kit,cart contents empty cta,ui-static,P0,pending,
marketing.commerce.cart_contents.unit,marketing,src/components/commerce/CartContents.tsx,98,l’unité,cart contents unit suffix,ui-static,P1,pending,
marketing.commerce.minicart.heading,marketing,src/components/commerce/MiniCartSlideOver.tsx,111,Votre rituel,minicart heading,ui-static,P0,pending,
